analysis_source,dataset,subject,outcome,stage,model,grid,contrast_name,contrast_id,family_id,tier,replicates,family_stage_count,task_id,resampling_stream,draw_file,draw_prefix,draw_file_sha256,bootstrap_unit,bootstrap_units,observations,first_multiplicity_sha256
C14D_harmonized,oulad,all,withdrawal_or_fail,day28,histgb,c14d_selected,sex_gender,c14d__oulad__all__withdrawal_or_fail__day28__sex_gender,c14d|oulad|all|withdrawal_or_fail|sex_gender,primary,5000,6,c14d|oulad|all|withdrawal_or_fail|day28,oulad|all|withdrawal_or_fail|day28,draws/task_5f62fe19e4c1dbb58101.npz,c000,0db279e0ebad0d8290a997670a3c37923264e5b129eca4ef0c5a5805b48d57c7,id_student_cluster,8862,9211,c556258a7d92b44862c2da223f7c062d4c45f17d2eb7a828a62b8a1dc380e583
C14D_harmonized,oulad,all,withdrawal_or_fail,day42,histgb,c14d_selected,sex_gender,c14d__oulad__all__withdrawal_or_fail__day42__sex_gender,c14d|oulad|all|withdrawal_or_fail|sex_gender,primary,5000,6,c14d|oulad|all|withdrawal_or_fail|day42,oulad|all|withdrawal_or_fail|day42,draws/task_b0fab67fd7bac1d35e34.npz,c000,05f3469684e5e06259764c125ae8fd294027d3637c7d14150eb85226309c94fe,id_student_cluster,8714,9040,9114c19d7cd1bb2498bab9fe18a32e2ff288998c2028f0d6db3b1d96b7963906
C14D_harmonized,oulad,all,withdrawal_or_fail,day56,histgb,c14d_selected,sex_gender,c14d__oulad__all__withdrawal_or_fail__day56__sex_gender,c14d|oulad|all|withdrawal_or_fail|sex_gender,primary,5000,6,c14d|oulad|all|withdrawal_or_fail|day56,oulad|all|withdrawal_or_fail|day56,draws/task_992c77f47dc8531fa0b2.npz,c000,a987285596e30ab9981558d81dc8ce602c06b933bfa7032aa15d8a1281806f4b,id_student_cluster,8560,8877,4d6a6bf6b83ca20747cc818a081c85096e2255666711a9d038c6b6b1e753647d
C14D_harmonized,oulad,all,withdrawal_or_fail,day70,histgb,c14d_selected,sex_gender,c14d__oulad__all__withdrawal_or_fail__day70__sex_gender,c14d|oulad|all|withdrawal_or_fail|sex_gender,primary,5000,6,c14d|oulad|all|withdrawal_or_fail|day70,oulad|all|withdrawal_or_fail|day70,draws/task_700023e2f5e0cefac9ef.npz,c000,d5f583eba0fb46479cdde4efb1ffdb697064cb2cf916326ea5ddd4428a075435,id_student_cluster,8392,8694,511cba24e636e52ea556bdb30accd07d371ce70339c2ce511c854bbf8ed21f6b
C14D_harmonized,oulad,all,withdrawal_or_fail,day90,histgb,c14d_selected,sex_gender,c14d__oulad__all__withdrawal_or_fail__day90__sex_gender,c14d|oulad|all|withdrawal_or_fail|sex_gender,primary,5000,6,c14d|oulad|all|withdrawal_or_fail|day90,oulad|all|withdrawal_or_fail|day90,draws/task_ac0ee99c5481f46e9dbd.npz,c000,131ee717857f2d7ad9100ef92d7ebec7ec9a4ea49866ce8d6a3ad549c8ed3e11,id_student_cluster,8241,8532,5202f73508156b2af27e42553b637df04970b320db30753d14e59fdb1a3ff476
C14D_harmonized,oulad,all,withdrawal_or_fail,day14,histgb,c14d_selected,socioeconomic_family,c14d__oulad__all__withdrawal_or_fail__day14__socioeconomic_family,c14d|oulad|all|withdrawal_or_fail|socioeconomic_family,primary,5000,6,c14d|oulad|all|withdrawal_or_fail|day14,oulad|all|withdrawal_or_fail|day14,draws/task_307e8a99ea89492c7fe0.npz,c001,f6277138c62fe68e87a47d59db5cd62c1f8dd0da7debc3f4fa6c0118010505dd,id_student_cluster,8967,9331,5236f71cb0307ebcb2925b7dd1aa54c0d26a86e573a7dca028a0772c014cccc3
C14D_harmonized,oulad,all,withdrawal_or_fail,day28,histgb,c14d_selected,socioeconomic_family,c14d__oulad__all__withdrawal_or_fail__day28__socioeconomic_family,c14d|oulad|all|withdrawal_or_fail|socioeconomic_family,primary,5000,6,c14d|oulad|all|withdrawal_or_fail|day28,oulad|all|withdrawal_or_fail|day28,draws/task_5f62fe19e4c1dbb58101.npz,c001,0db279e0ebad0d8290a997670a3c37923264e5b129eca4ef0c5a5805b48d57c7,id_student_cluster,8862,9211,c556258a7d92b44862c2da223f7c062d4c45f17d2eb7a828a62b8a1dc380e583
C14D_harmonized,oulad,all,withdrawal_or_fail,day42,histgb,c14d_selected,socioeconomic_family,c14d__oulad__all__withdrawal_or_fail__day42__socioeconomic_family,c14d|oulad|all|withdrawal_or_fail|socioeconomic_family,primary,5000,6,c14d|oulad|all|withdrawal_or_fail|day42,oulad|all|withdrawal_or_fail|day42,draws/task_b0fab67fd7bac1d35e34.npz,c001,05f3469684e5e06259764c125ae8fd294027d3637c7d14150eb85226309c94fe,id_student_cluster,8714,9040,9114c19d7cd1bb2498bab9fe18a32e2ff288998c2028f0d6db3b1d96b7963906
C14D_harmonized,oulad,all,withdrawal_or_fail,day56,histgb,c14d_selected,socioeconomic_family,c14d__oulad__all__withdrawal_or_fail__day56__socioeconomic_family,c14d|oulad|all|withdrawal_or_fail|socioeconomic_family,primary,5000,6,c14d|oulad|all|withdrawal_or_fail|day56,oulad|all|withdrawal_or_fail|day56,draws/task_992c77f47dc8531fa0b2.npz,c001,a987285596e30ab9981558d81dc8ce602c06b933bfa7032aa15d8a1281806f4b,id_student_cluster,8560,8877,4d6a6bf6b83ca20747cc818a081c85096e2255666711a9d038c6b6b1e753647d
C14D_harmonized,oulad,all,withdrawal_or_fail,day70,histgb,c14d_selected,socioeconomic_family,c14d__oulad__all__withdrawal_or_fail__day70__socioeconomic_family,c14d|oulad|all|withdrawal_or_fail|socioeconomic_family,primary,5000,6,c14d|oulad|all|withdrawal_or_fail|day70,oulad|all|withdrawal_or_fail|day70,draws/task_700023e2f5e0cefac9ef.npz,c001,d5f583eba0fb46479cdde4efb1ffdb697064cb2cf916326ea5ddd4428a075435,id_student_cluster,8392,8694,511cba24e636e52ea556bdb30accd07d371ce70339c2ce511c854bbf8ed21f6b
C14D_harmonized,oulad,all,withdrawal_or_fail,day90,histgb,c14d_selected,socioeconomic_family,c14d__oulad__all__withdrawal_or_fail__day90__socioeconomic_family,c14d|oulad|all|withdrawal_or_fail|socioeconomic_family,primary,5000,6,c14d|oulad|all|withdrawal_or_fail|day90,oulad|all|withdrawal_or_fail|day90,draws/task_ac0ee99c5481f46e9dbd.npz,c001,131ee717857f2d7ad9100ef92d7ebec7ec9a4ea49866ce8d6a3ad549c8ed3e11,id_student_cluster,8241,8532,5202f73508156b2af27e42553b637df04970b320db30753d14e59fdb1a3ff476
C14D_harmonized,uci320,mathematics,fail_g3_lt_10,baseline,histgb,c14d_selected,sex_gender,c14d__uci320__mathematics__fail_g3_lt_10__baseline__sex_gender,c14d|uci320|mathematics|fail_g3_lt_10|sex_gender,primary,5000,3,c14d|uci320|mathematics|fail_g3_lt_10|baseline,uci320|mathematics|fail_g3_lt_10|baseline,draws/task_c42e9d3f314fe3816b2e.npz,c000,2b79d0d6776b6499b281885c1048241641421b51d84a4be674b7025a3425f0d8,row,395,395,439f189005536515e97da7cffb00e7734c3f3e77148bbdd835b793698631d8b5
C14D_harmonized,uci320,mathematics,fail_g3_lt_10,period1,histgb,c14d_selected,sex_gender,c14d__uci320__mathematics__fail_g3_lt_10__period1__sex_gender,c14d|uci320|mathematics|fail_g3_lt_10|sex_gender,primary,5000,3,c14d|uci320|mathematics|fail_g3_lt_10|period1,uci320|mathematics|fail_g3_lt_10|period1,draws/task_84efd43e228c95b6d4c0.npz,c000,f808556fa6682df96768faa29d6f5b590639bd53d838e8b0e507bef4e1cb85e0,row,395,395,b4f51b2eea5b3de81efd5b69d551b5c76562cd0bf22266557640f350b30520a4
C14D_harmonized,uci320,mathematics,fail_g3_lt_10,period2,histgb,c14d_selected,sex_gender,c14d__uci320__mathematics__fail_g3_lt_10__period2__sex_gender,c14d|uci320|mathematics|fail_g3_lt_10|sex_gender,primary,5000,3,c14d|uci320|mathematics|fail_g3_lt_10|period2,uci320|mathematics|fail_g3_lt_10|period2,draws/task_c077bbf7baf5b065351d.npz,c000,e320064a89429e9a2f34103d8811cab421b864e989fcf19bd66c729cb3927dd7,row,395,395,cb4f566f702f61356304166b1d56f5b75e32b5df76b05400da04153caeb89a02
C14D_harmonized,uci320,mathematics,fail_g3_lt_10,baseline,histgb,c14d_selected,socioeconomic_family,c14d__uci320__mathematics__fail_g3_lt_10__baseline__socioeconomic_family,c14d|uci320|mathematics|fail_g3_lt_10|socioeconomic_family,primary,5000,3,c14d|uci320|mathematics|fail_g3_lt_10|baseline,uci320|mathematics|fail_g3_lt_10|baseline,draws/task_c42e9d3f314fe3816b2e.npz,c001,2b79d0d6776b6499b281885c1048241641421b51d84a4be674b7025a3425f0d8,row,395,395,439f189005536515e97da7cffb00e7734c3f3e77148bbdd835b793698631d8b5
C14D_harmonized,uci320,mathematics,fail_g3_lt_10,period1,histgb,c14d_selected,socioeconomic_family,c14d__uci320__mathematics__fail_g3_lt_10__period1__socioeconomic_family,c14d|uci320|mathematics|fail_g3_lt_10|socioeconomic_family,primary,5000,3,c14d|uci320|mathematics|fail_g3_lt_10|period1,uci320|mathematics|fail_g3_lt_10|period1,draws/task_84efd43e228c95b6d4c0.npz,c001,f808556fa6682df96768faa29d6f5b590639bd53d838e8b0e507bef4e1cb85e0,row,395,395,b4f51b2eea5b3de81efd5b69d551b5c76562cd0bf22266557640f350b30520a4
C14D_harmonized,uci320,mathematics,fail_g3_lt_10,period2,histgb,c14d_selected,socioeconomic_family,c14d__uci320__mathematics__fail_g3_lt_10__period2__socioeconomic_family,c14d|uci320|mathematics|fail_g3_lt_10|socioeconomic_family,primary,5000,3,c14d|uci320|mathematics|fail_g3_lt_10|period2,uci320|mathematics|fail_g3_lt_10|period2,draws/task_c077bbf7baf5b065351d.npz,c001,e320064a89429e9a2f34103d8811cab421b864e989fcf19bd66c729cb3927dd7,row,395,395,cb4f566f702f61356304166b1d56f5b75e32b5df76b05400da04153caeb89a02
C14D_harmonized,uci320,portuguese,fail_g3_lt_10,baseline,histgb,c14d_selected,sex_gender,c14d__uci320__portuguese__fail_g3_lt_10__baseline__sex_gender,c14d|uci320|portuguese|fail_g3_lt_10|sex_gender,primary,5000,3,c14d|uci320|portuguese|fail_g3_lt_10|baseline,uci320|portuguese|fail_g3_lt_10|baseline,draws/task_0e4cde78a908a4a53cf8.npz,c000,b1d9b822b0c28e3c3afa9a1d0c17a51aae325dee8a07631136fb9c624cb9eac1,row,649,649,72e362edeb01c7e99523830fde04157aa87888ab2d6feab285ee199b76a385e9
C14D_harmonized,uci320,portuguese,fail_g3_lt_10,period1,histgb,c14d_selected,sex_gender,c14d__uci320__portuguese__fail_g3_lt_10__period1__sex_gender,c14d|uci320|portuguese|fail_g3_lt_10|sex_gender,primary,5000,3,c14d|uci320|portuguese|fail_g3_lt_10|period1,uci320|portuguese|fail_g3_lt_10|period1,draws/task_8a43db396b3e054b22d0.npz,c000,8b2f380ffc11e7c89f9964d2adb831076ee5022371e533247376407a9450674c,row,649,649,952fc21d2dfc8c4b5bc2e97b23cbdb78b85684ea05fbf806b2a302b513cae741
C14D_harmonized,uci320,portuguese,fail_g3_lt_10,period2,histgb,c14d_selected,sex_gender,c14d__uci320__portuguese__fail_g3_lt_10__period2__sex_gender,c14d|uci320|portuguese|fail_g3_lt_10|sex_gender,primary,5000,3,c14d|uci320|portuguese|fail_g3_lt_10|period2,uci320|portuguese|fail_g3_lt_10|period2,draws/task_1229a07ff31969e688c4.npz,c000,30f1b94651e7dc8ce8711956bb0b49b06a6d43a38716f4d3723d33292837b4bc,row,649,649,60a369ed625fa4c94eedb1d273989c880f6629b6c2f271d9f6652fa40e5d9d20
C14D_harmonized,uci320,portuguese,fail_g3_lt_10,baseline,histgb,c14d_selected,socioeconomic_family,c14d__uci320__portuguese__fail_g3_lt_10__baseline__socioeconomic_family,c14d|uci320|portuguese|fail_g3_lt_10|socioeconomic_family,primary,5000,3,c14d|uci320|portuguese|fail_g3_lt_10|baseline,uci320|portuguese|fail_g3_lt_10|baseline,draws/task_0e4cde78a908a4a53cf8.npz,c001,b1d9b822b0c28e3c3afa9a1d0c17a51aae325dee8a07631136fb9c624cb9eac1,row,649,649,72e362edeb01c7e99523830fde04157aa87888ab2d6feab285ee199b76a385e9
C14D_harmonized,uci320,portuguese,fail_g3_lt_10,period1,histgb,c14d_selected,socioeconomic_family,c14d__uci320__portuguese__fail_g3_lt_10__period1__socioeconomic_family,c14d|uci320|portuguese|fail_g3_lt_10|socioeconomic_family,primary,5000,3,c14d|uci320|portuguese|fail_g3_lt_10|period1,uci320|portuguese|fail_g3_lt_10|period1,draws/task_8a43db396b3e054b22d0.npz,c001,8b2f380ffc11e7c89f9964d2adb831076ee5022371e533247376407a9450674c,row,649,649,952fc21d2dfc8c4b5bc2e97b23cbdb78b85684ea05fbf806b2a302b513cae741
C14D_harmonized,uci320,portuguese,fail_g3_lt_10,period2,histgb,c14d_selected,socioeconomic_family,c14d__uci320__portuguese__fail_g3_lt_10__period2__socioeconomic_family,c14d|uci320|portuguese|fail_g3_lt_10|socioeconomic_family,primary,5000,3,c14d|uci320|portuguese|fail_g3_lt_10|period2,uci320|portuguese|fail_g3_lt_10|period2,draws/task_1229a07ff31969e688c4.npz,c001,30f1b94651e7dc8ce8711956bb0b49b06a6d43a38716f4d3723d33292837b4bc,row,649,649,60a369ed625fa4c94eedb1d273989c880f6629b6c2f271d9f6652fa40e5d9d20
C14D_harmonized,uci697,all,dropout_vs_all_other,enrollment,histgb,c14d_selected,socioeconomic_family,c14d__uci697__all__dropout_vs_all_other__enrollment__socioeconomic_family,c14d|uci697|all|dropout_vs_all_other|socioeconomic_family,primary,5000,2,c14d|uci697|all|dropout_vs_all_other|enrollment,uci697|all|dropout_vs_all_other|enrollment,draws/task_ac76048582bb799ff69d.npz,c000,cfbda3eed5e0379d3a9761d319419a2114a38fc848397c5afdb5befce8ace874,row,4424,4424,ebb3c055f61fa3d7f5a25f70fba1ac4eb890dbb6a5f83d36925e9aa8f0cfb289
C14D_harmonized,uci697,all,dropout_vs_all_other,semester1,histgb,c14d_selected,socioeconomic_family,c14d__uci697__all__dropout_vs_all_other__semester1__socioeconomic_family,c14d|uci697|all|dropout_vs_all_other|socioeconomic_family,primary,5000,2,c14d|uci697|all|dropout_vs_all_other|semester1,uci697|all|dropout_vs_all_other|semester1,draws/task_77487d9824bf80c2c696.npz,c000,9e51033646facb120052a30d63fa9141836c89c0e8bc84de162b23be76ac5e94,row,4424,4424,c1825a1f354219ad6ad6e69c945210b47d8b91be27bd4b21fe5a81f089c30054
C14D_harmonized,uci697,all,dropout_vs_graduate,enrollment,histgb,c14d_selected,sex_gender,c14d__uci697__all__dropout_vs_graduate__enrollment__sex_gender,c14d|uci697|all|dropout_vs_graduate|sex_gender,primary,5000,2,c14d|uci697|all|dropout_vs_graduate|enrollment,uci697|all|dropout_vs_graduate|enrollment,draws/task_c4b5b90d35097953e7ce.npz,c000,a8b3427a0b9f81e5d2b75b7861f419812225da80ce7a13c1c3c46443ad487bb3,row,3630,3630,5c938eb5acfc9a9b5dba45b319c16256463f9ac8a8b5421cc904284e923ac5a8
C14D_harmonized,uci697,all,dropout_vs_graduate,semester1,histgb,c14d_selected,sex_gender,c14d__uci697__all__dropout_vs_graduate__semester1__sex_gender,c14d|uci697|all|dropout_vs_graduate|sex_gender,primary,5000,2,c14d|uci697|all|dropout_vs_graduate|semester1,uci697|all|dropout_vs_graduate|semester1,draws/task_942891f4f25c05fa6325.npz,c000,513f22a90d9ca71af3c6c07433812309623f1292c30c6a44ef35d44327b659a9,row,3630,3630,c7c05840090efb54df6a9a134a7913df192afcf13701ba4020d123c47437211a
C14D_harmonized,uci697,all,dropout_vs_graduate,enrollment,histgb,c14d_selected,socioeconomic_family,c14d__uci697__all__dropout_vs_graduate__enrollment__socioeconomic_family,c14d|uci697|all|dropout_vs_graduate|socioeconomic_family,primary,5000,2,c14d|uci697|all|dropout_vs_graduate|enrollment,uci697|all|dropout_vs_graduate|enrollment,draws/task_c4b5b90d35097953e7ce.npz,c001,a8b3427a0b9f81e5d2b75b7861f419812225da80ce7a13c1c3c46443ad487bb3,row,3630,3630,5c938eb5acfc9a9b5dba45b319c16256463f9ac8a8b5421cc904284e923ac5a8
C14D_harmonized,uci697,all,dropout_vs_graduate,semester1,histgb,c14d_selected,socioeconomic_family,c14d__uci697__all__dropout_vs_graduate__semester1__socioeconomic_family,c14d|uci697|all|dropout_vs_graduate|socioeconomic_family,primary,5000,2,c14d|uci697|all|dropout_vs_graduate|semester1,uci697|all|dropout_vs_graduate|semester1,draws/task_942891f4f25c05fa6325.npz,c001,513f22a90d9ca71af3c6c07433812309623f1292c30c6a44ef35d44327b659a9,row,3630,3630,c7c05840090efb54df6a9a134a7913df192afcf13701ba4020d123c47437211a
